accession,uniprot_entry_name,gene_symbol,protein_name,ensembl_gene_id,primary_topology_class,simplified_topology_bucket,antibody_accessibility_tier,final_accessible_in_vivo,final_accessibility_bucket,final_accessibility_confidence,surfy_surfaceome_support,surfy_tm_domains,surfy_topology,surfy_uniprot_subcellular,surfy_uniprot_keywords,hpa_predicted_secreted_support,uhlen_secretome_support,supporting_evidence_sources,has_nonisoform_surface_annotation,has_nonisoform_secreted_annotation,has_isoform_specific_surface_annotation,has_isoform_specific_secreted_annotation,has_peripheral_membrane_annotation,surface_topology_values,nonisoform_surface_locations,nonisoform_secreted_locations,relevant_keywords,classification_evidence,classification_notes,explored_as_therapeutic,total_asset_count,active_program_asset_count,discontinued_asset_count,approved_asset_count,phase3_asset_count,phase2_asset_count,phase1_asset_count,unknown_asset_count
Q13332,PTPRS_HUMAN,PTPRS,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-29;NC:30-1282;TM:1283-1306;CY:1307-1948,Membrane (Single-pass type I membrane protein),3D-structure;Alternative splicing;Cell adhesion;Complete proteome;Disulfide bond;Glycoprotein;Hydrolase;Immunoglobulin domain;Membrane;Polymorphism;Protein phosphatase;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix,1,1,UniProt|SURFY|HPA_secretome|Uhlen_secretome,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] pmids=26231120 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-29;NC:30-1282;TM:1283-1306;CY:1307-1948 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
O14522,PTPRT_HUMAN,PTPRT,Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-25;NC:26-746;TM:747-768;CY:769-1441,Membrane (Single-pass type I membrane protein),3D-structure;Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Hydrolase;Immunoglobulin domain;Membrane;Polymorphism;Protein phosphatase;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-25;NC:26-746;TM:747-768;CY:769-1441,,0,0,0,0,0,0,0,0,0
Q92729,PTPRU_HUMAN,PTPRU,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-18;NC:19-745;TM:746-770;CY:771-1446,Cell junction;Cell membrane (Single-pass type I membrane protein),Alternative splicing;Cell adhesion;Cell junction;Cell membrane;Complete proteome;Differentiation;Disulfide bond;Glycoprotein;Hydrolase;Immunoglobulin domain;Membrane;Phosphoprotein;Polymorphism;Protein phosphatase;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] pmids=8700514 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-18;NC:19-745;TM:746-770;CY:771-1446,,0,0,0,0,0,0,0,0,0
P23471,PTPRZ_HUMAN,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2),,surface_isoform_only,Single-pass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,1,SP:1-22;NC:23-1637;TM:1638-1662;CY:1663-2315,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted,3D-structure;Alternative splicing;Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Hydrolase;Membrane;Phosphoprotein;Polymorphism;Protein phosphatase;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix,1,1,UniProt|SURFY|HPA_secretome|Uhlen_secretome,0,0,1,1,0,,,,Cell membrane|Membrane|Secreted|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [Single-pass type I membrane protein] isoform=Isoform 1 || isoform_secreted: Secreted [Single-pass type I membrane protein] isoform=Isoform 1; Secreted [Single-pass membrane protein] isoform=Isoform 2 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-22;NC:23-1637;TM:1638-1662;CY:1663-2315 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,secreted annotation is isoform-specific | surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
P53801,PTTG_HUMAN,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-32;NC:33-96;TM:97-121;CY:122-180,Cytoplasm;Membrane (Single-pass type I membrane protein);Nucleus,Coiled coil;Complete proteome;Cytoplasm;Glycoprotein;Membrane;Nucleus;Phosphoprotein;Reference proteome;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] pmids=10781616 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-32;NC:33-96;TM:97-121;CY:122-180,,0,0,0,0,0,0,0,0,0
P0DTF9,PTIP2_HUMAN,PTTG1IP2,PTTG1IP family member 2,,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,0,,,,,0,0,UniProt,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein],,0,0,0,0,0,0,0,0,0
P26022,PTX3_HUMAN,PTX3,Pentraxin-related protein PTX3 (Pentaxin-related protein PTX3) (Tumor necrosis factor alpha-induced protein 5) (TNF alpha-induced protein 5) (Tumor necrosis factor-inducible gene 14 protein) (TSG-14),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q96A99,PTX4_HUMAN,PTX4,Pentraxin-4,,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
P15151,PVR_HUMAN,PVR,Poliovirus receptor (Nectin-like protein 5) (NECL-5) (CD antigen CD155),,surface_isoform_only,Single-pass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,1,SP:1-20;NC:21-343;TM:344-367;CY:368-417,Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane (Single-pass type I membrane protein);Secreted,3D-structure;Alternative splicing;Cell adhesion;Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Host-virus interaction;Immunoglobulin domain;Membrane;Phosphoprotein;Polymorphism;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix,1,1,UniProt|SURFY|HPA_secretome|Uhlen_secretome,0,0,1,1,0,,,,Cell membrane|Membrane|Secreted|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [Single-pass type I membrane protein] isoform=Isoform Alpha; Cell membrane [Single-pass type I membrane protein] isoform=Isoform Delta || isoform_secreted: Secreted [Single-pass membrane protein] isoform=Isoform Beta; Secreted [Single-pass membrane protein] isoform=Isoform Gamma || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-20;NC:21-343;TM:344-367;CY:368-417 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,secreted annotation is isoform-specific | surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
Q6DKI7,PVRIG_HUMAN,PVRIG,Transmembrane protein PVRIG,ENSG00000213413,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,0,,,,,0,0,UniProt,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=26755705,broad cell-surface count is inflated by multipass membrane proteins,1,1,1,0,0,0,0,0,1
Q92626,PXDN_HUMAN,PXDN,Peroxidasin homolog (EC 1.11.2.-) (Melanoma-associated antigen MG50) (Peroxidasin 1) (hsPxd01) (Vascular peroxidase 1) (p53-responsive gene 2 protein) [Cleaved into: PXDN active fragment],,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,1,0,,,Secreted,Basement membrane|Secreted,secreted: Secreted pmids=18929642|19590037|25708780|26178375|34679700 || isoform_secreted: Secreted pmids=34679700 isoform=PXDN active fragment || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
A1KZ92,PXDNL_HUMAN,PXDNL,Probable oxidoreductase PXDNL (EC 1.-.-.-) (Cardiac peroxidase) (Inactive peroxidasin-like protein) (Polysomal ribonuclease 1) (PRM1) (Vascular peroxidase 2),,mixed_secreted_and_surface,Secreted,needs_review,1,mixed_secreted_and_surface,medium,0,,,,,0,0,UniProt,1,1,0,0,0,,Cell membrane,Secreted,Cell membrane|Membrane|Secreted,surface: Cell membrane pmids=24253521 || secreted: Secreted pmids=24253521,,0,0,0,0,0,0,0,0,0
P10082,PYY_HUMAN,PYY,Peptide YY (PYY) (PYY-I) (Peptide tyrosine tyrosine) [Cleaved into: Peptide YY(3-36) (PYY-II)],,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q9NRI6,PYY2_HUMAN,PYY2,Putative peptide YY-2 (Putative peptide YY2),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,0,0,UniProt,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted,,0,0,0,0,0,0,0,0,0
Q5JQD4,PYY3_HUMAN,PYY3,Putative peptide YY-3 (Putative peptide YY3) (PYY-III),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,0,0,UniProt,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted,,0,0,0,0,0,0,0,0,0
P20742,PZP_HUMAN,PZP,Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q6ZRU5,YQ032_HUMAN,,Putative uncharacterized protein FLJ46089,,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,0,0,UniProt,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted,,0,0,0,0,0,0,0,0,0
Q8N1Y9,YI025_HUMAN,,Putative uncharacterized protein FLJ37218,,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,0,,,,,0,0,UniProt,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein],,0,0,0,0,0,0,0,0,0
Q8N9W7,YO010_HUMAN,,Putative transmembrane protein FLJ36131,,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,0,,,,,0,0,UniProt,1,0,0,0,0,Single-pass membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass membrane protein],,0,0,0,0,0,0,0,0,0
Q9N2J8,ENH3_HUMAN,,HERV-H_2q24.1 provirus ancestral Env polyprotein (Env protein HERV-H/p59) (Envelope polyprotein) (HERV-H/env59) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],,surface_isoform_only,Single-pass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,1,SP:1-37;NC:38-513;TM:514-539;CY:540-555,Virion;Cell membrane (Single-pass membrane protein),Cell membrane;Cleavage on pair of basic residues;Complete proteome;Disulfide bond;ERV;Glycoprotein;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transposable element;Viral envelope protein;Virion,0,0,UniProt|SURFY,0,0,1,0,0,,,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [Single-pass membrane protein] isoform=Transmembrane protein || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-37;NC:38-513;TM:514-539;CY:540-555,surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
Q9N2K0,ENH1_HUMAN,,HERV-H_2q24.3 provirus ancestral Env polyprotein (Env protein HERV-H/p62) (Env protein HERV-H19) (Env protein HERV-Hcl.3) (Envelope polyprotein) (HERV-H/env62) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],,surface_isoform_only,Single-pass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,1,SP:1-35;NC:36-521;TM:522-546;CY:547-584,Virion;Cell membrane (Single-pass membrane protein),Cell membrane;Cleavage on pair of basic residues;Complete proteome;Disulfide bond;ERV;Glycoprotein;Membrane;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transposable element;Viral envelope protein;Virion,0,0,UniProt|SURFY,0,0,1,0,0,,,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [Single-pass membrane protein] isoform=Transmembrane protein || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-35;NC:36-521;TM:522-546;CY:547-584,surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
Q16769,QPCT_HUMAN,QPCT,Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted pmids=18486145 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
P83859,OX26_HUMAN,QRFP,Orexigenic neuropeptide QRFP (P518) [Cleaved into: QRF-amide (Neuropeptide RF-amide) (Pyroglutamylated arginine-phenylalanine-amide peptide)],,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q96P65,QRFPR_HUMAN,QRFPR,Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-45;TM:46-70;CY:71-81;TM:82-103;NC:104-122;TM:123-141;CY:142-161;TM:162-182;NC:183-212;TM:213-235;CY:236-270;TM:271-292;NC:293-311;TM:312-334;CY:335-431,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;G-protein coupled receptor;Glycoprotein;Membrane;Polymorphism;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-45;TM:46-70;CY:71-81;TM:82-103;NC:104-122;TM:123-141;CY:142-161;TM:162-182;NC:183-212;TM:213-235;CY:236-270;TM:271-292;NC:293-311;TM:312-334;CY:335-431,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
O00391,QSOX1_HUMAN,QSOX1,Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6),,secreted_isoform_only,Secreted,needs_review,1,secreted_isoform_only_accessible,isoform_specific,1,1,SP:1-29;NC:30-705;TM:706-731;CY:732-747,"Golgi apparatus membrane (Single- pass membrane protein);Secreted, extracellular space",3D-structure;Alternative splicing;Complete proteome;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Golgi apparatus;Membrane;Oxidoreductase;Polymorphism;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,1,1,UniProt|SURFY|HPA_secretome|Uhlen_secretome,0,0,0,1,0,,,,Membrane|Secreted|Transmembrane|Transmembrane helix,isoform_secreted: Secreted [Single-pass membrane protein] pmids=17331072|23704371|29757379 isoform=Isoform 1; Secreted [Single-pass membrane protein] pmids=10708601 isoform=Isoform 2 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-29;NC:30-705;TM:706-731;CY:732-747 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,secreted annotation is isoform-specific | surface topology assigned from SURFY topology metadata,0,0,0,0,0,0,0,0,0
Q6ZRP7,QSOX2_HUMAN,QSOX2,Sulfhydryl oxidase 2 (EC 1.8.3.2) (Neuroblastoma-derived sulfhydryl oxidase) (Quiescin Q6-like protein 1),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-21;NC:22-659;TM:660-682;CY:683-698,Cell membrane (Single-pass membrane protein);Membrane (Single-pass membrane protein);Nucleus membrane (Single-pass membrane protein);Secreted,Cell membrane;Complete proteome;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Membrane;Nucleus;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,1,0,0,0,Single-pass membrane protein,Cell membrane,Secreted,Cell membrane|Membrane|Secreted|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass membrane protein] pmids=14633699 || secreted: Secreted [Single-pass membrane protein] pmids=14633699 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-21;NC:22-659;TM:660-682;CY:683-698,,0,0,0,0,0,0,0,0,0
Q9H3Y0,CRSPL_HUMAN,R3HDML,Peptidase inhibitor R3HDML (Cysteine-rich secretory protein R3HDML),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q9UI14,PRAF1_HUMAN,RABAC1,Prenylated Rab acceptor protein 1 (PRA1 family protein 1),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,0,,,,,0,0,UniProt,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein],broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8TD07,RAE1E_HUMAN,RAET1E,Retinoic acid early transcript 1E (Lymphocyte effector toxicity activation ligand) (NKG2D ligand 4) (N2DL-4) (NKG2DL4) (RAE-1-like transcript 4) (UL16-binding protein 4),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-32;NC:33-226;TM:227-248;CY:249-263,Membrane (Single-pass type I membrane protein);Secreted,Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Membrane;Polymorphism;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,1,0,Single-pass type I membrane protein,Cell membrane,,Membrane|Secreted|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] pmids=15240696 || isoform_secreted: Secreted [Single-pass membrane protein] isoform=Isoform 4 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-32;NC:33-226;TM:227-248;CY:249-263,secreted annotation is isoform-specific,0,0,0,0,0,0,0,0,0
Q6H3X3,ULBP5_HUMAN,RAET1G,UL-16 binding protein 5 (Retinoic acid early transcript 1G protein),,surface_isoform_only,Single-pass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,1,SP:1-28;NC:29-223;TM:224-242;CY:243-334,"Cell membrane (Lipid-anchor, GPI-anchor);Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum;Secreted",Alternative splicing;Cell membrane;Complete proteome;Disulfide bond;Endoplasmic reticulum;Glycoprotein;GPI-anchor;Lipoprotein;Membrane;Polymorphism;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,1,1,UniProt|SURFY|HPA_secretome|Uhlen_secretome,0,0,1,1,0,,,,Cell membrane|GPI-anchor|Membrane|Secreted|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [GPI-anchor] pmids=15240696|19223974|20304922 isoform=Isoform 1 || isoform_secreted: Secreted [GPI-anchor] pmids=19223974 isoform=Isoform 2 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-28;NC:29-223;TM:224-242;CY:243-334 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,secreted annotation is isoform-specific | surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
